zi	pc	gc
RAB5C	1.69716847678044	0.527777777777778	0.528144190758003
HMMR	-0.16899853223811	0.32	0.320003659707118
RPL17	0.816572965317216	0.178994082840237	0.179450917599149
LAIR1	-0.446671455809007	0	6.30594618378222e-06
MRPL22	1.17319249431501	0	0.000486475432697087
WDR43	0.833751702752644	0	0.00037400800134868
ASPM	-0.536227775263626	0.5	0.500009136078841
LILRB2	-1.09544511501033	0.5	0.50041803670651
PSMB9	-1.54166774200107	0	3.22965238486184e-06
TBPL1	-0.536227775263626	0.814814814814815	0.814820931893606
PSMB3	0.920173505499659	0.149013878743608	0.149647108609803
AURKA	2.03437692591498	0.464099895941727	0.46417911916342
NDUFB11	0.53128902338431	1.11022302462516e-16	0.00037248765920217
RASA3	-0.446671455809007	0	1.7673455938727e-06
LSM6	2.95415237628613	0.0922146636432349	0.0928983642510681
PIK3R5	-0.547680114565817	0	4.85298115471267e-07
PRIM1	0.601129151289948	0	0.000396850054795284
MRPL27	1.40783099317801	1.11022302462516e-16	0.00056290021742833
NDUFS7	0.853546299863317	0.0624349635796045	0.0628443934585671
POR	2.26778683805536	0.375	0.375547176934341
F11	0.0845575034246079	0.32	0.320065445080462
RPS7	1.51638937118447	0.416885813148789	0.41764743054963
ARF4	1.39299725198246	0.337278106508876	0.337705054406984
CSF1	-0.345662797052198	0.375	0.375031568644206
MRPS34	-0.410617373010254	0.0624349635796045	0.0626649712798872
NDUFB1	0.316450839064972	0.0739644970414202	0.0742222233231455
TXNL1	-1.61860028098547	0	1.25622290059191e-06
PSMD1	0.689375888546466	0.27173119065011	0.272179331832881
CENPL	-0.0591738746953103	0	0.000111133817631948
CCL21	0	0.625	0.625262940154833
COX7C	0.763762615825973	1.11022302462516e-16	0.000387560412470678
PXDN	1.57350171932718	0.479338842975207	0.479720779311878
PTPN6	4.30073550576104	0.363683662851197	0.36533158105239
PDLIM7	-0.0200557473709762	0.863905325443787	0.864030047017907
AAK1	1.36581653607569	0.21875	0.219263925479114
CCR2	-0.138112974466692	0.197530864197531	0.197633543332139
SRRM2	1.5191565323316	0.0986193293885601	0.0989676798771761
KLRD1	0	0.5	0.500088684284183
LSM3	1.64393877963199	0.134920634920635	0.135113291992307
THBS1	2.31160189114704	0.703213610586011	0.703520546515084
NDC80	2.56138343323986	0.254060807996668	0.254957210242392
ABCC9	0	0.444444444444444	0.44474662292906
EIF3J	-0.670536897150702	0.394463667820069	0.394490197127031
LTBP2	0.0810252209268035	0	3.91390289189442e-05
RPL27	0.86031149068392	0.144230769230769	0.144720733303594
FANCI	1.47002066576657	0.709876543209877	0.711116359846625
SNRPC	2.26785001613396	0.0391999999999999	0.0396685091677729
BUD31	2.51741451073475	0.0363511659807957	0.0369612695841252
MMP12	-0.20199848040323	0	2.59915595608451e-05
LTBP1	-0.549621081594705	0.611111111111111	0.611482529565755
RPL36AL	0.641618863850402	0.16025350837483	0.160621938576656
CARD11	-0.413818027588454	0.444444444444444	0.444445481761709
ENG	-0.197796862850726	0.693877551020408	0.693926418488247
MSH2	0.400522184806536	0.448979591836735	0.449152814384726
RIOK1	-0.88922952398422	0.396694214876033	0.396721696132315
ARHGAP15	-0.755441030405786	0.5	0.500023463205407
IKZF3	-0.291408279913282	0	2.57671539205528e-06
OPRL1	0.0652021716668339	0.152777777777778	0.152938534140913
FLNA	0.967449766786327	0.7808	0.781287724211884
PLA2G4A	-0.413818027588454	0.72	0.760007674436941
CMTM3	-0.446671455809007	0.444444444444444	0.444448265841673
CD38	-0.345662797052198	0	1.06866099371938e-05
NDUFA8	0.746127207703648	1.11022302462516e-16	0.00043544771109183
IL15	-0.345662797052198	0	1.43251624273866e-06
SPAG5	-0.413818027588454	0.444444444444444	0.444449722081862
COL8A2	0	0	-Inf
GJA1	-0.0465887845629385	0.448979591836735	0.448984656690434
COX5B	0	0.54	0.541029540953045
NCR3	-0.547680114565817	0	3.40768029460925e-07
PRKCH	-0.345662797052198	0.48	0.480013968405289
KLRK1	0.866025403784439	0.625	0.625117944173756
PSMB5	0.843240966515262	0.239612188365651	0.240142400299658
CYBB	0	0.444444444444444	0.44461277747161
PDGFB	0.359847304704333	0.408163265306122	0.408202163985965
PSMA2	-0.0799495012975114	0.331360946745562	0.331600292755642
SERPINF2	0.866025403784439	0.444444444444444	0.447829947278303
PSMC3	0.920173505499659	0	0.000781909699462346
MRPL37	-1.29051174374651	0	4.23641161035881e-05
C3	0.274837564314145	0.87037037037037	0.870850146579508
STT3A	-0.270030862433661	0.612244897959184	0.612323406709613
PYGO2	-0.577350269189626	0	1.20466236985806e-08
PEX11B	-0.333333333333333	0	0.000198988716325621
KLKB1	0.657669471080284	0	6.44832072110857e-05
RHOH	-0.244654138295388	0.32	0.320001667816671
NLRP1	0.827091048186383	0.408163265306122	0.408469203391977
CHAF1A	1.55803058584875	0.714681440443213	0.715291567042181
RELB	0.932689196838437	0.401384083044983	0.401448811222603
APH1A	-0.446671455809007	0	8.87632898294299e-07
APOC2	-0.23557505512641	0	0.000239271782619954
NDUFS5	0.638708115543979	1.11022302462516e-16	0.00041908818891323
IPO11	0	0.666666666666667	0.670218203168601
NUP37	0.363496658842621	0.394557823129252	0.394620940095869
TIMELESS	0.801736117773361	0.172335600907029	0.172486980546398
PRKDC	1.66714768288947	0.674586776859504	0.674959205292737
CTGF	-0.197796862850726	0.56	0.560011367677794
PSME3	-0.387679657235102	0.630202140309156	0.630290390396711
MAGOH	1.33198316138101	0.544005102040816	0.544334840348718
ZWILCH	1.46244004604124	1.11022302462516e-16	0.000584308560075852
ACVRL1	-0.197796862850726	0.6875	0.687603620833526
KAT2B	2.03437692591498	0.693222354340071	0.693413858112472
MALSU1	-1.03858445513812	0	9.92506054775522e-06
YEATS4	0.566055385350832	0.513888888888889	0.514142624983802
IGFBP6	0.336816534854304	0	0.000531930708493777
APEX1	1.91196717823981	0.665	0.665091337442091
CCDC130	-0.291408279913282	0.375	0.375037800874625
EHMT1	-0.413818027588454	0.444444444444444	0.444451142662712
GPR182	0.43915503282684	0	0.000275109359759274
RAD50	0.199915218323124	0.394463667820069	0.394492674099424
LIG1	-0.100995231401994	0.165289256198347	0.165458054005647
ZMAT5	0.146551812027261	0	4.91480360405028e-05
CCAR1	0.0841606883770644	0.21875	0.218786171245238
MRPL14	0.879894370736258	0.0370238519045923	0.037360757019532
IL18	1.5	0.56	0.560117345372747
LAT	0.967449766786327	0.345	0.345208062798034
NCAPG2	-0.347862621391469	0.691358024691358	0.691530273828692
EMC6	0.901491301768453	1.11022302462516e-16	0.000476241442303404
CCDC47	-0.819980835063587	0.444444444444444	0.444446657624517
MRPL49	0.351957748294503	0	0.000271110019882004
DDOST	1.3501543121683	0.625	0.625115083812967
PROC	1.5173374225638	0.18	0.180200142903627
USP1	-1.0397707148105	0.625	0.625181156244462
CDK8	2.38686510998971	0.518080210387903	0.519224316223781
TAOK1	0.0758209631122334	0.444444444444444	0.444459537399968
PCBP2	0.333725182977853	0.35538752362949	0.355451750285447
RUVBL1	2.81171773379184	0.716049382716049	0.719239475409204
SRRM1	1.08241866678022	0.256326530612245	0.256421568862591
POU2F1	0.810279449163265	0.665289256198347	0.665335238238647
SF3A2	2.45502338708455	0.0370238519045923	0.0377079416900081
APOB	2.04124145231931	0.5625	0.56282509893943
ZEB2	-0.16899853223811	0.592592592592593	0.592600562067597
TCF4	1.26603903595678	0.648888888888889	0.650149731153324
CXCL9	-0.577350269189626	0.5	0.500474170225814
MCM6	1.5038605004653	0.285119667013528	0.285429991878283
INPP5D	1.57350171932718	0.15625	0.156573736915705
NDUFA1	0.638708115543979	1.11022302462516e-16	0.000405768834505493
MRPS25	-0.586596247157506	1.11022302462516e-16	0.000196233866298634
EIF4A3	2.14306776883357	0.555729984301413	0.559237801656205
LGALS2	-0.670820393249937	0.444444444444444	0.445474445534791
NTRK2	0.688395100442577	0.611111111111111	0.612340478643244
CCT2	1.66305919723116	0.554016620498615	0.55504412987365
