ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity
NDUFA7	30	22	0.000370050680360266	0.11427716953036	8	352	3137731847073763	0.795566502463054
RPL23A	75	39	0.74819577631153	0.0377093292753849	7	1519	1.28055815242079e+22	0.534987041836357
MRPS31	26	23	0.00202158571816751	0.0840234969068833	8	245	246606956369444864	0.733333333333333
ATP5F1B	10	6	0.00331584243108069	0.112953213587742	7	10	252339352355121568	0.0277777777777778
MRPL37	16	15	0.00145126250938751	0.0963193657910789	8	84	109426766082451424	0.657142857142857
NDUFB10	33	22	0.000448553534288119	0.110806446480981	8	391	4612133509085004	0.723790322580645
NDUFB11	30	22	0.000378243517978623	0.118930619946032	8	364	3278094728448975	0.82512315270936
PSMD14	35	24	0.00911572032186575	0.0864937162242269	8	470	1901649426355236608	0.777183600713013
NDUFB4	28	22	0.000640054038301138	0.1231654198578	8	339	9379135386319250	0.888888888888889
RPS27A	260	39	1	0.0103998306099816	7	2981	2.28720386958052e+22	0.0814701744934303
PSMD8	36	24	0.0100105616061383	0.0817903843516437	8	472	2294430836664978432	0.734453781512605
NDUFS4	29	22	0.000414557483466959	0.123952396270273	8	357	3938272615460967	0.87037037037037
PSMD1	40	24	0.013964624713748	0.0697583121069384	8	474	4460474202406747136	0.587044534412955
MDH2	8	3	0.000246755511219579	0.142857142857143	9	7	1392771838534389	0
MRPL36	60	29	0.00442073892136851	0.0571230370001041	8	1155	1442595749543490560	0.640561075394506
COL4A2	17	7	0.000678022252755194	0.0805288262037272	8	26	10567430324109830	0.0833333333333333
CD2	14	9	0.00281864407724545	0.0858017209474678	7	21	185008163559488512	0.102564102564103
PSMD6	49	24	0.0147463960046533	0.0518285120056292	7	494	4973831243988580352	0.395390070921986
COX5B	8	6	0.000658392786940911	0.381986672219908	8	22	9973036419694216	0.714285714285714
COX7B	7	6	8.75956264068308e-05	0.480832703451751	9	21	175659131822875	1
UQCR10	6	5	0.000145032609003954	0.533419283746556	9	15	492769065546010	1
PSMB5	41	24	0.01818256084607	0.0714757283113377	7	504	7562000527573470208	0.594871794871795
RPL37A	62	39	0.724945529405636	0.04971547661456	7	1453	1.20231067571597e+22	0.760655737704918
HNRNPR	22	15	0.0586940045486404	0.0562643300541174	7	80	82107880466063507456	0.280952380952381
MRPL51	44	29	0.0032553403679348	0.0644014165189812	8	713	843636220854577536	0.741971207087486
MRPS27	28	24	0.00199366034125527	0.0788999652697978	8	292	293542954082281344	0.754985754985755
NDUFA1	29	22	0.000396056755938131	0.12115821735724	8	351	3593217948139361	0.854497354497355
MRPL24	63	29	0.00458425840267034	0.0563369559127901	8	1223	1529723410715925248	0.613960867265997
PSMA6	42	24	0.020417096393843	0.0713383121553848	7	537	9534239202049536000	0.604878048780488
C1QB	3	2	1.68103008894524e-05	0.688145661157025	9	3	6488829863566.87	1
NDUFAB1	28	22	0.000374330969602787	0.128601399340592	8	352	3210618663842557	0.925925925925926
EMC7	7	5	7.02924403479976e-07	0.464650848765432	11	19	11308934314.5053	0.866666666666667
LSM3	46	27	0.109656815333999	0.0431275406513238	7	514	2.96208609059341e+20	0.473737373737374
MRPS35	58	29	0.00436548801171125	0.0581206264919225	8	1092	1365009564181178368	0.648496240601504
TXNL1	2	1	0.00026803372717854	1	8	1	1643298321741701	NA
RPL24	71	39	0.761429338293982	0.0419898499481066	7	1574	1.32627546074657e+22	0.622774327122153
RPL13A	74	39	0.764762483593773	0.0408989021803564	7	1586	1.33793477583424e+22	0.57572298325723
HIP1R	37	13	0.0163111670701408	0.0547160920264752	7	240	6084420001874992128	0.323809523809524
CCAR1	22	18	0.0398857236474688	0.0695007164979833	7	123	4.023922673762e+19	0.485714285714286
CCT7	19	11	0.00468449681611954	0.0948752811574261	8	69	502241462893722368	0.333333333333333
NDUFS6	26	22	0.000633181609363352	0.120923041763741	8	281	9171641575601744	0.853333333333333
HLA-DRA	7	4	0.000102376484677017	0.255022675736961	8	9	242218638855057	0.2
MRPL22	57	29	0.00446917557147664	0.0605613888696177	8	1133	1428566372901181440	0.699350649350649
COPZ2	30	12	0.000872374210849885	0.0649434541399739	8	137	17422482424296600	0.266009852216749
COX7C	8	6	8.95473133494839e-05	0.431173816465362	9	24	183573988792286	0.809523809523809
NOP10	4	2	0.00585254258176068	0.558641975308642	7	4	783431695951751040	0.333333333333333
MRPS23	46	29	0.00658703836688077	0.0592490991532488	8	679	1556742116845671168	0.64040404040404
RPLP0	68	39	0.751333127539059	0.043489359542163	7	1528	1.29130851399948e+22	0.66078697421981
ZAP70	48	12	0.0122563481570143	0.0332876725840369	7	165	3436014772821446144	0.109158186864015
PJA2	24	16	0.0554478659346298	0.0483459656347203	7	63	70317465987886661632	0.158102766798419
COL1A2	17	7	0.00297994604032657	0.0846881357617046	8	38	203077285596050432	0.183333333333333
PSMA7	38	24	0.0101019071036607	0.0746899833783147	8	459	2335133623279456768	0.633633633633634
RPS7	96	39	0.841569864550949	0.0314823317771556	7	1943	1.62016668441748e+22	0.413885778275476
MRPL9	53	29	0.00428186690488182	0.0599949537483546	8	961	1239170732839463424	0.68552036199095
NDUFA8	28	22	0.000371092655430057	0.127446234310663	8	347	3155302342608223	0.911680911680912
PSMA5	40	24	0.00929344062310146	0.0787217485489324	7	538	1977642656219709184	0.673414304993252
SERPIND1	4	3	2.66276687102395e-05	0.333333333333333	8	3	16239507118931.3	0
GTF3C1	14	7	0.00755738818815722	0.0769230769230769	8	13	1320629817365812736	0
SERPINC1	4	3	0.00049431028881432	0.333333333333333	8	3	5587883281630015	0
MRPL35	45	29	0.0036892853475046	0.0651177583704601	8	767	956087798096226688	0.764270613107823
RPS19	88	39	0.835554362696614	0.0347313168672606	7	1863	1.59710972939626e+22	0.474739374498797
RPL35A	66	39	0.740614830738697	0.044106639318621	7	1485	1.2547239593588e+22	0.682692307692308
RAC2	21	8	0.00495315569981729	0.0536132597391203	7	27	561159339193475392	0.0368421052631579
SEC61G	6	4	5.52900664188806e-05	0.380408333333333	9	12	70129656593936.3	0.7
CDK8	42	12	0.0126412323527359	0.0505772723932427	7	217	3705656426007018496	0.214634146341463
MRPL15	52	29	0.00396545020820508	0.0623478359959942	8	962	1168871886281695744	0.714509803921569
SFXN1	8	6	0.00676040022167371	0.156019758842753	7	10	1045410822132335360	0.142857142857143
PSMF1	18	10	0.00463768178676641	0.0662196927419848	7	35	495436358094557696	0.132352941176471
CHMP2B	13	8	0.00591361527094532	0.103425197120419	7	22	799844574462942720	0.151515151515152
HNRNPA2B1	85	29	0.182868385606274	0.027145097644707	7	1179	8.2396986906341e+20	0.314113597246127
EIF3H	39	27	0.362769674531164	0.0581229982448218	7	521	3.01067333974325e+21	0.687055476529161
TYROBP	7	2	0.000288101181479141	0.166666666666667	8	6	1899109744566819	0
MRPL45	41	28	0.00341398528876321	0.0610408826628353	8	541	720203900799790208	0.642307692307692
MRPS25	33	25	0.00442443033868058	0.067188148733514	8	349	699724189355381632	0.639112903225806
NDUFAF1	13	10	0.000291497290950928	0.140495109528879	8	58	1944878282627002	0.696969696969697
SRRM2	58	29	0.139643362701928	0.036235071413338	7	801	4.85994827264481e+20	0.466165413533835
EIF3I	49	27	0.374990321431777	0.0447463856112705	7	580	3.21688313771965e+21	0.471631205673759
CSF2RB	19	12	0.00418889554755698	0.0654515871218883	7	43	401612107661361408	0.163398692810458
PRKCQ	16	8	0.00180494373111331	0.0709595030649034	7	20	74552806168757936	0.0476190476190476
MRPL2	51	29	0.00394223767704412	0.0622565960058203	8	935	1148018846595582848	0.722448979591837
GABARAPL2	29	9	0.00519460234184791	0.0372695050402973	7	32	617262073842305664	0.0105820105820106
SF3B5	66	29	0.157945283696672	0.0357716973277531	7	1033	6.21661199233895e+20	0.465384615384615
DDOST	17	6	0.00488324646480567	0.115715187336642	8	37	545557362606423232	0.175
WDR75	29	20	0.0249860114154368	0.102425720413527	8	285	14281008351676104704	0.67989417989418
MAP4K1	21	12	0.0100207907249592	0.0634148056173361	7	63	2296770115676470528	0.226315789473684
CAB39	10	5	0.00431252332836831	0.125647023931381	8	13	425386713082117824	0.111111111111111
SP1	87	13	0.0455259547913638	0.0157701195498568	7	259	47797246073957441536	0.0473324213406293
RPL10A	62	39	0.737040506415061	0.0503081548535152	7	1488	1.24272168569666e+22	0.779781420765027
RPS21	77	39	0.815369988321585	0.0417977697100927	7	1782	1.52085814250402e+22	0.59859649122807
GNL2	5	2	0.00362136839777278	0.26112161351166	8	5	299976201947591616	0.166666666666667
GAK	43	13	0.0493009638881231	0.0423897459340139	7	236	55584927890234458112	0.225319396051103
MRPL14	58	29	0.0100529941274163	0.0545485305687823	8	1029	3190295148610424832	0.609022556390977
SREK1	37	14	0.0492901246115318	0.0324097763466734	7	99	58525449079005323264	0.1
CALCOCO2	36	10	0.00697024073488953	0.0299470304613858	7	40	1124319591650128896	0.00840336134453781
MRPL54	55	29	0.00447762363066877	0.0596805224286109	8	1050	1361721672233748992	0.69601677148847
RPS26	72	39	0.739687185166217	0.0412720376293199	7	1502	1.25167530323023e+22	0.575855130784708
YWHAB	127	13	0.0379485032599989	0.0127995712546418	7	311	33652690269936574464	0.0234920634920635
SMARCC1	30	12	0.0129288397940188	0.0561092600155135	7	107	3848973350837053440	0.192118226600985
NDUFS3	33	22	0.00141790548621629	0.104027591595828	7	362	46460883499812256	0.665322580645161
CHD4	20	11	0.00446758018154798	0.0753415317686962	7	58	460810365206001728	0.228070175438597
CD3E	12	7	0.00127095200650648	0.139618075039599	7	26	36965666208775568	0.272727272727273
MRPS14	58	29	0.00603857127726181	0.0566995645449759	8	1048	1724312448980039680	0.620927318295739
EMC4	9	5	7.65456844680249e-06	0.41943359375	10	27	1340841764735.68	0.678571428571429
NDUFS7	33	22	0.00619159909442183	0.105333846777299	7	373	876886470211661056	0.6875
RPL36AL	52	39	0.637649035320017	0.052711466308418	7	1117	9.30141832463335e+21	0.836078431372549
MMP2	29	7	0.00170426272137737	0.0457690190522482	8	42	66425525530622464	0.037037037037037
SYK	76	12	0.0153274891888729	0.0233447415476626	7	318	5374354707867385856	0.0875675675675676
CYC1	7	5	0.000305321533546875	0.420369881040877	8	17	2146704432392039	0.733333333333333
PRPF38A	45	27	0.10354199669086	0.0418649798711352	7	499	2.70051535544661e+20	0.480972515856237
FTSJ1	25	13	0.0247855276790513	0.0472802855318186	7	52	14049511032257196032	0.101449275362319
POLR2G	61	26	0.10350843280264	0.0301233203227585	7	536	2.61576382756824e+20	0.268926553672316
PRKCB	46	12	0.0120488465939434	0.0232904548226429	7	56	3320314804190157824	0.0111111111111111
PYCARD	8	4	9.20606978167823e-05	0.189308390022676	8	10	194117793333073	0.142857142857143
HIST1H2BK	32	12	0.0136596158890198	0.0418719566656799	7	88	4330508099402075136	0.12258064516129
MAGT1	6	5	0.000266783308202823	0.369436419753086	8	15	1629846349913294	1
CD79A	14	8	0.000878644399315874	0.105196395520482	7	30	17668643077734594	0.217948717948718
WDR43	26	20	0.0079370558927099	0.11395044419069	8	250	1441091055714478592	0.75
SSR3	9	4	0.000400292076584979	0.173131510416667	8	12	3674643984346118	0.142857142857143
RPL41	2	1	0.000375561383108469	1	8	1	3241753210554174	NA
EMC6	9	5	7.65456844680249e-06	0.41943359375	10	27	1340841764735.68	0.678571428571429
PCBP1	36	19	0.0590087954372578	0.0386954539341295	7	148	84027198167971495936	0.189915966386555
SDC2	21	7	0.00244822270395294	0.0525175761280844	8	23	1.37070561088e+17	0.0157894736842105
RBM22	52	29	0.133555190612786	0.0429240723109862	7	810	4.48689726148669e+20	0.595294117647059
LST1	4	1	0.000219147279147061	0.333333333333333	8	3	1098426901496656	0
ZNF337	3	2	0.000156166375996514	0.5	8	2	557762413347893	0
THRAP3	7	5	0.013527641797889	0.166666666666667	7	6	4191627834207464960	0
DOCK2	6	5	0.000495551613420671	0.216147613029135	8	7	5618195390996633	0.2
DEF6	6	4	0.00102818654920026	0.202614062561128	7	6	24179849299700480	0.1
VAV1	41	12	0.00694116189247106	0.0336838524348338	7	135	1102187358567275904	0.121794871794872
PSMB4	34	24	0.00903288122993368	0.0865013848027068	8	442	1867458573720846080	0.774621212121212
COX4I1	8	6	0.000108735288052529	0.381986672219908	8	22	270864980716030	0.714285714285714
MYH11	14	8	0.00341229092342282	0.148161846225014	8	43	266328829194806080	0.384615384615385
CD6	4	2	6.24165140231446e-05	0.333333333333333	8	3	89167772334402.1	0
CD180	2	1	0	1	1	1	1.54308063481523	NA
MYL9	10	8	0.00362286322219654	0.168525613838701	8	28	300157210147818944	0.527777777777778
TLR1	9	4	0.00011614886409817	0.178394870155544	8	13	309002166971332	0.178571428571429
CD8A	11	7	0.00138326896814521	0.146652922708759	7	20	45167938654619288	0.222222222222222
CFI	5	3	1.86089141593528e-05	0.279706790123457	9	5	7938602965822.29	0.166666666666667
THOC1	21	14	0.0215572625662018	0.0757546620041453	8	73	11218239459114256384	0.278947368421053
FBLN5	6	3	7.51913458473422e-05	0.2	8	5	129496980074080	0
SNRNP70	98	29	0.183276915453591	0.0239364823556146	7	1411	8.40611029622884e+20	0.282216494845361
MRPL40	57	29	0.00433473510885838	0.0580942294195924	8	1052	1330905266387407104	0.646753246753247
PRMT5	26	12	0.0238996129780892	0.0454094965035354	7	42	13170979214084800512	0.0566666666666667
SIT1	6	5	0.00633895783141225	0.212265002370049	7	11	918962115566231552	0.6
TBPL1	14	6	0.0149565723345235	0.0785702213808748	8	15	5115967562513595392	0.0256410256410256
RAB5C	33	13	0.0345669000202522	0.0443812215758072	7	126	27325441318255595520	0.189516129032258
SNX3	9	5	0.00635674264822971	0.164334218694359	8	14	924626455648784896	0.214285714285714
DAD1	9	5	0.000306065342574116	0.297902621045525	8	25	2144975606131625	0.607142857142857
POLR2A	136	26	0.16150398084445	0.0134554940388806	7	908	6.15870461392023e+20	0.0854615809839691
HSPA5	36	13	0.0217915088864739	0.0307954916615679	7	60	10860971775118845952	0.0420168067226891
GOSR2	26	12	0.000862104705376755	0.0784258556637978	8	153	17010298317814318	0.426666666666667
PEX11A	2	1	5.85167464828178e-07	1	10	1	7845267081.23381	NA
RPL36	57	39	0.687509178244337	0.0503922687464841	7	1291	1.08130290075361e+22	0.801948051948052
COX6B1	7	6	8.75956264068308e-05	0.480832703451751	9	21	175659131822875	1
MYO15B	3	2	3.64211347365876e-05	0.5	9	2	32257588968524.7	0
AIMP1	11	7	0.00338879928043948	0.16252415509975	8	25	262728366902445280	0.333333333333333
SRRM1	52	26	0.0824107100467528	0.0317061919296011	8	334	1.68820306402442e+20	0.221960784313725
MRPL20	64	29	0.00741178984403789	0.0488691978314446	8	1099	2202499982623862272	0.530465949820788
VPS72	28	8	0.00188722598403507	0.0606115369976397	8	72	81580049395443344	0.128205128205128
U2SURP	47	26	0.0855203432480143	0.0400515119615964	7	421	1.84123413311256e+20	0.36231884057971
SH2D2A	7	6	0.00144125195348011	0.202570806519674	7	15	47518691445610152	0.6
LCP1	14	7	0.00285669426396624	0.0769230769230769	8	13	186646899560785408	0
IPO11	5	3	0.00141994545564479	0.25	7	4	46110600974182992	0
RPL35	60	39	0.685880351913528	0.0472645451542219	7	1291	1.07620815098303e+22	0.720046756282876
PSMA4	42	24	0.00995336844893348	0.0735970072852066	7	548	2269842716856631552	0.618292682926829
FBLIM1	4	2	0.000411430975154085	0.333333333333333	8	3	3874038485721808	0
ZMAT5	26	23	0.0579527475016955	0.0583986388005928	7	170	83853482121971187712	0.483333333333333
RPN2	13	6	0.00630649840916728	0.172784174329132	7	32	909842742471950464	0.303030303030303
CPB2	4	3	5.40336475921507e-05	0.333333333333333	8	3	66899378425176.7	0
FCGR2A	12	8	0.00213139576067556	0.096754223779484	7	23	103981309803886048	0.218181818181818
EEF1A1	115	39	0.671348730399371	0.0158931641360182	7	1217	1.03097095398997e+22	0.171246700822854
RPS24	73	39	0.7785656816721	0.0428311281593303	7	1637	1.38671164713827e+22	0.612284820031299
CD8B	5	4	0.000284831373897196	0.294735254583973	7	7	1860482415187486	0.5
IFIT3	4	1	1.52709647733618e-06	0.333333333333333	10	3	53374267716.9519	0
GPR65	15	14	0.000575774038830542	0.0912348243944404	8	73	7613579280429078	0.648351648351648
RPSA	79	39	0.804602405782154	0.0388880964985114	7	1731	1.48096170346251e+22	0.55044955044955
PDGFRA	16	8	0.00201784059886966	0.0779577753238362	7	27	93152798037712928	0.114285714285714
RPL32	56	39	0.703242511941133	0.0547001997020333	7	1362	1.13136577674943e+22	0.88013468013468
SEC11C	3	2	2.75326449025992e-07	0.888888888888889	10	3	1739310861.81836	1
PCCA	2	1	6.8285420266832e-06	1	9	1	1072939640078.53	NA
AP2B1	49	13	0.0291913517012731	0.0303071864215383	7	184	19488569680352145408	0.120567375886525
PTGER4	11	10	0.000433701013507288	0.12582026409396	8	37	4320869773314683	0.6
SCAMP2	6	3	0.000905485982571482	0.263424036281179	8	7	18754035360743112	0.2
PTPRC	29	12	0.00751694079552258	0.0443461420101494	7	68	1292364668791013376	0.105820105820106
PSMD3	45	24	0.0140999640190237	0.0670840183089503	7	553	4549421103683539456	0.538054968287526
UBE3A	38	16	0.0608921483184753	0.0298029088707625	7	90	84796578350046543872	0.0795795795795796
WDR82	18	10	0.0073503655372505	0.0911760796725226	7	52	1300884527867984384	0.257352941176471
SERP1	4	3	8.97906111184709e-05	0.382137345679012	8	4	184416239092430	0.333333333333333
POLR2I	67	26	0.14238204256336	0.0268846533262403	7	545	4.7778281378083e+20	0.223310023310023
MYBBP1A	18	12	0.0188586878754596	0.0730751473333451	7	38	8151207177960127488	0.154411764705882
LRRC59	8	7	0.00767552424095076	0.143477914581811	8	8	1348011401705494528	0.0476190476190476
NIPSNAP1	4	3	0.000421849924961309	0.333333333333333	8	3	4084205213079539	0
ITGB2	27	9	0.00188662080960701	0.0451084300795563	7	38	81469642690725328	0.0369230769230769
ARF4	25	12	0.00287997197058197	0.0769194052269327	7	130	190174650695891392	0.384057971014493
MED6	27	12	0.00497153130547438	0.0932549264471614	7	160	573076516960039936	0.412307692307692
COX5A	11	6	0.00378542516367194	0.24999149659864	8	27	327834078283369728	0.377777777777778
ARPC5	23	10	0.00993565468549074	0.0841527775922325	7	84	2257785608944304384	0.268398268398268
LSM6	71	29	0.165011945381717	0.0365220299050595	7	1243	6.8444472040978e+20	0.485714285714286
LTB4R	16	14	0.000582795105205444	0.0839201136947125	8	74	7800280418502756	0.561904761904762
SIN3B	19	9	0.00292686803439385	0.0722525390611487	7	39	196556244354452992	0.137254901960784
GINS2	10	9	0.00186586841244233	0.218309978062988	8	44	80045340693295072	0.972222222222222
MMP7	12	6	0.000369413849668643	0.103367564639635	8	15	3121936054246763	0.0727272727272727
PSMC4	41	24	0.00892317319469906	0.0733888808901062	7	503	1823238425094534144	0.593589743589744
UTP14C	27	20	0.00927694195269037	0.107389203373133	8	251	1968385404253633792	0.692307692307692
ITGAM	12	5	0.000373196123952434	0.108707519655946	8	14	3185239279198227	0.0545454545454545
GRB2	211	24	0.28478838232191	0.00610788791043408	7	552	1.8547676208701e+21	0.0155844155844156
CD3G	4	3	0.000253170881171474	0.429697876633903	7	6	1469716719086415	1
HIST1H2AC	23	12	0.00469616099239741	0.0629362300256909	7	73	510286403107513664	0.220779220779221
MRPS10	62	29	0.00465525273435365	0.0569028435654497	8	1202	1524689805300073472	0.623497267759563
MALSU1	2	1	0.000107487167825272	1	8	1	264256826736664	NA
ACTR2	43	13	0.0547352329461316	0.0417047590637798	7	211	68518616031877709824	0.196283391405343
DAZAP2	25	10	0.0373000814065352	0.0463232077323926	7	35	31818931057212170240	0.0398550724637681
TWISTNB	11	9	0.00736320278868723	0.155454664648991	7	38	1295535444609370368	0.622222222222222
CST3	8	5	0.000743353204066481	0.20007847308592	8	12	12667121032074852	0.238095238095238
CD3EAP	18	10	0.0053567797143061	0.0820415881018866	7	45	660760238749846784	0.205882352941176
SPTLC2	5	3	0.000363910220623978	0.377387152777778	8	6	3030211723709419	0.333333333333333
MCM5	28	12	0.0118928652365881	0.079699382408173	7	143	3285717900154863104	0.330484330484331
SEC23A	28	10	0.000937148973843417	0.0847976632251488	8	136	20094099599560860	0.310541310541311
ST14	6	4	5.9068085963818e-05	0.212862811791383	8	6	79797950684453.9	0.1
PSMC3	40	24	0.0128529880072966	0.0709256291292866	7	485	3779965224570824192	0.601889338731444
NDUFA11	29	22	0.000371665585648124	0.121447954905466	8	338	3166252743428788	0.82010582010582
MED15	29	12	0.00407232431134844	0.0647747075047533	7	115	382373852205885440	0.23015873015873
HDHD2	9	4	0.000442654781657164	0.125	8	8	4489143596373986	0
MS4A1	3	2	0.000483522983062874	0.512297530864197	7	3	5350470322455400	1
YWHAZ	97	13	0.038271818405627	0.0147761989918209	7	190	33656444403791405056	0.0206140350877193
EPCAM	3	2	0.000140335590080309	0.5	8	2	450447204483317	0
RNF14	14	11	0.0107862163089147	0.086753417320835	7	30	2663118679450288128	0.217948717948718
IMP4	26	20	0.0232878671126357	0.110232822579796	8	249	12405783482242082816	0.746666666666667
UBE2Z	60	16	0.0710954267693392	0.0206072188605703	7	147	1.15597205613252e+20	0.0514319111630625
NCK2	41	12	0.00628650745276616	0.0322906859015485	7	97	904230006589180160	0.0730769230769231
UTP15	25	20	0.00733499225359844	0.118593979218691	8	241	1230750157360129536	0.786231884057971
PHF20	3	2	0.000107027944869409	0.5	8	2	265311580126500	0
SLC25A4	13	7	0.00531680273443987	0.0997262387259202	7	18	646843125285097856	0.0909090909090909
RPL38	60	39	0.686964872414563	0.0475123497405066	7	1303	1.07963433856968e+22	0.727060198714202
GJA1	14	9	0.00263364281404209	0.0803376567271578	7	18	158696721113755520	0.0641025641025641
PROC	11	4	5.62609050996812e-05	0.136416847770636	8	15	72464540767784.3	0.111111111111111
APOOL	4	2	0.000101629963972761	0.578089906196327	9	5	246096666736344	0.666666666666667
ARCN1	34	12	0.000899405404795972	0.0793869879621262	8	256	18513403168276648	0.422348484848485
PIK3R1	155	13	0.0270229726930529	0.00938921508869601	6	449	16709080523803924480	0.0250403191579662
KDR	38	12	0.00915868538578239	0.034339865934162	7	115	1918721430541355776	0.117117117117117
SOD3	2	1	1.36669438898861e-06	1	9	1	42797983333.3798	NA
ISG20L2	4	2	0.000941908793081783	0.333333333333333	8	3	20294777611684972	0
RNF19B	18	16	0.0202674371252423	0.0596256564887052	8	20	9394440464219230208	0.0220588235294118
LTBP1	5	4	0.000429509907017068	0.25	8	4	4225573788138483	0
ATP5F1A	9	7	0.0090399036108344	0.126010102654786	8	9	1.869254654041e+18	0.0357142857142857
CEP95	2	1	0.00199314631963144	1	8	1	99469916269860528	NA
BUB3	23	12	0.0210673109940448	0.058547698193491	7	61	10149963589640093696	0.168831168831169
CHCHD3	5	3	0.000285101036892477	0.302995772228828	8	5	1872117687302019	0.166666666666667
WAS	31	12	0.00695195937175748	0.038764997329388	7	56	1105874349872283776	0.0597701149425287
ADAM9	10	6	0.00045387046055695	0.114843447097235	8	10	4713725283459303	0.0277777777777778
COL14A1	3	2	0.000150838200462616	0.5	8	2	520324058238090	0
MRPS12	65	29	0.00559575116806826	0.0515223166797362	7	1181	1733627684757614848	0.55406746031746
PNISR	2	1	0.000123314218434964	1	8	1	376453025414176	NA
ARIH1	4	3	0.00289008237279812	0.366346571180556	8	4	191017127087341120	0.333333333333333
EIF1	9	7	0.0310723618980937	0.150066415624927	8	20	22087929351388160000	0.428571428571429
NUDT21	38	23	0.0599782473306421	0.0352067833630626	7	161	87841626747035467776	0.186186186186186
PTPN22	7	6	0.00114596364031625	0.197892584760594	7	13	30037284755749556	0.466666666666667
EDNRB	22	14	0.00101572700794424	0.0637728233603618	8	117	23709531617322960	0.457142857142857
EMC3	9	5	7.65456844680249e-06	0.41943359375	10	27	1340841764735.68	0.678571428571429
HEXA	5	2	0.00115008090165849	0.252043593079428	8	5	30289841903851632	0.166666666666667
SF3A2	56	29	0.143833646169652	0.0369878990350681	7	767	5.11903609233582e+20	0.479461279461279
KMT2A	24	10	0.00650157250096781	0.0508281827609583	7	35	1008924724480879232	0.0474308300395257
RHEB	17	11	0.00244286041154234	0.0836030607554653	7	35	137755944380326672	0.158333333333333
TMED2	41	12	0.00601915457633739	0.0635447902220319	8	299	828968411340211968	0.332051282051282
SOCS1	19	10	0.00719505914308005	0.0639519527581414	7	34	1183999878055166208	0.104575163398693
MMGT1	4	3	4.17393343126828e-07	0.520833333333333	11	6	3987444946.66165	1
SRSF11	37	25	0.0563259941002328	0.0438057955379347	8	214	80063123726463516672	0.282539682539683
SEC23B	4	3	0.000164087080244664	0.420093542042195	8	6	616269921537133	1
POLR2E	99	27	0.154813249892015	0.0208796331427765	7	936	5.79216055644808e+20	0.176309699137387
PARP1	34	12	0.0238990892184907	0.0350813743445372	8	60	13068529702892664832	0.0511363636363636
PAK2	38	13	0.050083676278092	0.0316094452621909	7	74	57367227063955931136	0.0555555555555556
